word,part_of_speech,definitions,examples,section,source
sípit,v,"/mag-,-un/ to carry under thearm. Ginsípit",,S,MotusDictionary
kuanglíbro,unknown,pakádtu saeskwelahán . I,,S,MotusDictionary
síplat,n,"glance, sto len glimpse.",,S,MotusDictionary
Nagpasíplat,unknown,si José kay María . Jose to ok a,,S,MotusDictionary
glimpse,unknown,"of Maria. | síp’un n cold, running nose.",,S,MotusDictionary
sirá,n,"lock, bar.",,S,MotusDictionary
sirgwélas,n,tropical plum.,,S,MotusDictionary
sirirítan,n,"cricket. | sír’um n dark, dusk.",,S,MotusDictionary
sistéma,n,system.,,S,MotusDictionary
sítsit,v,"/mag-,-an/ to hissat, to produce along",,S,MotusDictionary
hissing,unknown,sound soasto callattention.,,S,MotusDictionary
Nagsítsit,unknown,si Líto. Lito called with ahiss.,,S,MotusDictionary
sítyu,n,political andarea division smaller than a,,S,MotusDictionary
barrio,unknown,"orvillage. | si’úd n fishtrap, loop.",,S,MotusDictionary
síwil,n,"twig, young sprout.",,S,MotusDictionary
síya,n,"chair , saddle.",,S,MotusDictionary
siyám,unknown,num nine.,,S,MotusDictionary
sóbra,adv,"over, to omuch.",,S,MotusDictionary
sóbre,n,envelope.,,S,MotusDictionary
soldádo,n,soldier .,,S,MotusDictionary
soltéro,n,single man of agefifteen andup.,,S,MotusDictionary
sopá,n,"couch, sofa.",,S,MotusDictionary
sorbéte,n,icecream. S,,S,MotusDictionary
soríso,n,"sausage. | sú’ay v /mag-,-un/ to debate, to dispute, to disobey .",Nagsú’ay angduhá . Thetwodebated.,S,MotusDictionary
subáng,n,oldest child.,,S,MotusDictionary
subáy,n,"ant, redant. | súbli’ v /mag-,-un/ to in herit, to beheirto.",,S,MotusDictionary
súbul,v,"/-un/ to cast out, to drive away , to renounce.",,S,MotusDictionary
Ginsúbul,unknown,sang Amerikáno ang“Vietcong” .,,S,MotusDictionary
TheAmerican,unknown,renounced the Vietcong.,,S,MotusDictionary
subúng,adv,"now, like, similarly .",,S,MotusDictionary
súka,n,"spew , vomit.",,S,MotusDictionary
súkat,n,measurement.,,S,MotusDictionary
súksuk,n,"apparel, dress, house lizard.",,S,MotusDictionary
sukúb,v,"/mag-,-un/ to measure thequantity of.",,S,MotusDictionary
Ginsúkub,unknown,kuangbugás . Imeasured the | rice.,,S,MotusDictionary
sukút,n,"payment, price, collection.",,S,MotusDictionary
during,unknown,"ameal. | sugá’ n light, electric bulb.",,S,MotusDictionary
sugál,n,"gambling, risk.",,S,MotusDictionary
súgat,v,"/mag-,-un/ to fetch people. Nagsúgat si José | kay Lýdia. Jose fetched Lydia. | sugatá’ v /mag-,-un/ to encounter , to meet",,S,MotusDictionary
accidentally,unknown,", to come from different | directions. Nagsugatá’ si Nélson kagsi",,S,MotusDictionary
António,unknown,. Nelson and Anto nio meteach,,S,MotusDictionary
súgba,v,"/mag-,-un/ to roast, to broil, to broil directly | on to poflivecoal.",,S,MotusDictionary
súgbu,v,"/mag-,-un/ to jump overboard, to dive in to.",,S,MotusDictionary
Nagsúgbu,unknown,angtáwu . Theman dove.,,S,MotusDictionary
súghaw,v,"/mag-,-un/ to glean, to pick after areaper . S",,S,MotusDictionary
súgid,n,"disclosure, sto ry .",,S,MotusDictionary
sugilánun,n,"sto ry , conversation.",,S,MotusDictionary
súgpu,n,lobster .,,S,MotusDictionary
súgpun,n,"connection, adjoining part, continuation.",,S,MotusDictionary
súgud,n,"/-in-…-an/ start, beginning.",,S,MotusDictionary
sugút,n,"/ka-…-anan/ agreement, contract.",,S,MotusDictionary
súgyut,v,"/-un/ to urge on, to in duce, to provoke.",,S,MotusDictionary
Ginsúgyut,unknown,ni Rogelío si Dína. Rogelio,,S,MotusDictionary
provoked,unknown,Dina.,,S,MotusDictionary
súhul,n,"salary , pay.",,S,MotusDictionary
súhut,v,"/mag-,-un/ to creep through, to gounder , to",,S,MotusDictionary
crawl,unknown,through anarrow passage. Nagsúhut | angbáta’ salamésa . Thechild went under | thetable. HILIGA YNON DICTIONAR Y,,S,MotusDictionary
súlab,n,blade.,,S,MotusDictionary
sulábi,v,"/magpa-,-pa-…-un/ to pet, to discriminate, to",,S,MotusDictionary
prefer,unknown,", to distinguish. Ginpasulábi sang",,S,MotusDictionary
theyounger,unknown,child.,,S,MotusDictionary
sulát,n,"handwriting, letter .",,S,MotusDictionary
suláy,v,"/mag-,-un/ to tempt, to in duce, to do | otherwise. Ginsuláy kuangsúgu’ ni Nánay .",,S,MotusDictionary
Idisobeyed,unknown,thecommand of mymother .,,S,MotusDictionary
súlda,v,"/mag-,-un/ to weld to gether .",,S,MotusDictionary
súlhay,adj,"/ma-/ comfortable, atease.",,S,MotusDictionary
Nagsúlhay,unknown,angílapangabúhi’ . They lived in,,S,MotusDictionary
comfort,unknown,"(after awhile). | sulí’ v /mag-,-un/ to turn upside down. Nagsulí’ | angbáso. Theglass overturned.",,S,MotusDictionary
súlip,v,"/mag-,-un/ to pass under thehouse, to dive.",,S,MotusDictionary
súlit,v,"/mag-,-un/ to test, to repeat, to doagain.",,S,MotusDictionary
Ginsúlit,unknown,kuangsíni. Isawthemovie again.,,S,MotusDictionary
súlu,adv,"alone, solely . | sulú’ n to rch.",,S,MotusDictionary
súluk,n,corner .,,S,MotusDictionary
sulúd,unknown,"id come in, enter .",,S,MotusDictionary
súlsul,v,"/mag-,-un/ to press on, to in sist.",,S,MotusDictionary
súlung,v,"/mag-,-un/ to in spect, to raid. Ginsúlung",,S,MotusDictionary
detectives,unknown,raided thegambling den.,,S,MotusDictionary
sulusakayán,n,"to yboat, paper boat.",,S,MotusDictionary
súma,n,"sum, addition.",,S,MotusDictionary
súman,n,sticky cooked ricewrapped in banana leaf.,,S,MotusDictionary
súmbag,v,"/mag-,-un/ to box, to hitwith thefist.",,S,MotusDictionary
súmbung,v,"/mag-,-un/ to denounce, to accuse, to report.",,S,MotusDictionary
Ginsúmbung,unknown,kuangestudyánte sama’éstro .,,S,MotusDictionary
Ireported,unknown,"thestudent to theteacher . | súm’ud v /mag-,-un/ to loathe, to have more than",,S,MotusDictionary
súmpung,v,"/mag-,-un/ to oppose, to resist, to fight, to",,S,MotusDictionary
sundáyag,v,"/mag-,-pa-…-un/ to publish, to display , to | explain. Ginpasundáyag saperyódiko ang",,S,MotusDictionary
ílakasál,unknown,. Their wedding waspublished in,,S,MotusDictionary
thenewspaper,unknown,.,,S,MotusDictionary
súnlug,n,"teasing, joke. HILIGA YNON DICTIONAR Y",,S,MotusDictionary
súnsun,adj,"/ma-/ frequent, of ten.",,S,MotusDictionary
súntuk,v,"/mag-, -un/to pierce, to thrust, to go | through. Ginsúntuk angdulúnggan kusang",,S,MotusDictionary
dágum,unknown,. Myearwaspierced with aneedle. | sunú’ con according to.,,S,MotusDictionary
sunúd,adv,next.,,S,MotusDictionary
followed,unknown,me.,,S,MotusDictionary
leader,unknown,", example, model, rules.",,S,MotusDictionary
sunúdsunúd,adv,on eafter another .,,S,MotusDictionary
following,unknown,after. Ginsunúdsúnud nyaakú. He,,S,MotusDictionary
kept,unknown,on following me.,,S,MotusDictionary
súnug,n,"fire, dest ctive burning.",,S,MotusDictionary
súngay,n,horn.,,S,MotusDictionary
toknock,unknown,hard against something.,Nagsúnggu’ angákun úlusalamésa . My,S,MotusDictionary
súnggud,v,"/mag-, -un/to sulk, to resent, to be",,S,MotusDictionary
disappointed,unknown,soasto sulk. Nagsúnggud si,,S,MotusDictionary
súngsung,n,"sto pper , cork.",,S,MotusDictionary
stopper,unknown,oracork. Ginsungsungán kuang,,S,MotusDictionary
botélya,unknown,. Iputasto pper in thebottle.,,S,MotusDictionary
súngu,n,antennae of in sects.,,S,MotusDictionary
súpas,n,soup.,,S,MotusDictionary
superbisór,n,supervisor .,,S,MotusDictionary
supládu,adj,"stubborn, over-bearing.",,S,MotusDictionary
súpsup,v,"/mag-, -un/to sipin, to suck, to absorb.",,S,MotusDictionary
Ginsúpsup,unknown,kuang Coca Cóla. Isipped Coca,Cola.,S,MotusDictionary
supúk,v,"/mag-, -un/to contradict, to oppose, to fight",,S,MotusDictionary
someone,unknown,smaller in sizeoryounger in age.,,S,MotusDictionary
Nagsupúk,unknown,syasang báta’. Hefought achild.,,S,MotusDictionary
supúg,adj,"/ma-/ rabid, contagious, furious.",,S,MotusDictionary
súput,n,paper sack orbag.,,S,MotusDictionary
supút,v,"/mag-, -un/to gather orcollect in small | amounts, to beagainst someone smaller in | size. Nagsupút silámagkolékta sang maskín",,S,MotusDictionary
tagdyés,unknown,. They collected even tencentavo | coins.,,S,MotusDictionary
súrsi,n,"darning, patch.",,S,MotusDictionary
sús,unknown,"in tj oh, mygoodness, wow. HILIGA YNON DICTIONAR Y",,S,MotusDictionary
todiscover,unknown,", to research. Ginsúsi’ kusang | ma’áyu angkásu. Ilooked in to thecase very | well.",,S,MotusDictionary
suspendér,v,"/mag-, -un/to suspend, to reprieve.",,S,MotusDictionary
susténto,n,"sustenance, maintenance.",,S,MotusDictionary
súsu,n,"mammary gland, breast.",,S,MotusDictionary
sutíl,adj,"naughty , mischievous.",,S,MotusDictionary
sútsut,v,"/mag-, -an/to prod from below with avery",,S,MotusDictionary
hissed,unknown,at Ernesto .,,S,MotusDictionary
súyup,v,"/mag-, -un/to absorb, to suck in, to breathe | in.",,S,MotusDictionary
swélas,n,"of shoes, sole.",,S,MotusDictionary
swéldo,n,"salary , pay, wage.",,S,MotusDictionary
swérte,n,"luck, fate.",,S,MotusDictionary
syá,unknown,"pr he, she, it(third person singular nominal | pronoun).",,S,MotusDictionary
syápa,n,badge.,,S,MotusDictionary
syémpre,unknown,"id of course, certainly , yes.",,S,MotusDictionary
syén,unknown,num hundred.,,S,MotusDictionary
syénsya,n,science. S,,S,MotusDictionary
syérto,adv,"certainly , surely .",,S,MotusDictionary
syéte,unknown,num seven.,,S,MotusDictionary
syudád,n,"city, metropolis. HILIGA YNON DICTIONAR Y",,S,MotusDictionary
ta,unknown,pr short form of nátun . | tá’as adj /ma-/ tall.,,T,MotusDictionary
tobacco,unknown,.,,T,MotusDictionary
tában,n,"/mag-, -un/to runaway with, to take",,T,MotusDictionary
Emily,unknown,. Carlos and Emily eloped.,,T,MotusDictionary
tábang,n,"help, aid, succor .",,T,MotusDictionary
tábas,v,"/mag-, -un/to sew, to cutcloth. Gintábas",,T,MotusDictionary
kuangbáyu,unknown,’. Isewed thedress.,,T,MotusDictionary
tabíd,v,"/mag-, -un/to linkto gether with arope or | string, to attach to.",,T,MotusDictionary
tabínas,n,embarrassment.,,T,MotusDictionary
tabís,n,"penalty , fine.",,T,MotusDictionary
tablétas,n,"medicine tablet, pill.",,T,MotusDictionary
purposely,unknown,", to fetch from anairport or | pier. Gintábu’ kusi Nánay sapantalán . I",,T,MotusDictionary
metmymother,unknown,atthepier.,,T,MotusDictionary
tabúk,v,"/mag-, -un/to goacross, to cross over.",,T,MotusDictionary
Nagtabúk,unknown,silásang subá ’. They went,,T,MotusDictionary
tábug,v,"/mag-, -un/to drive away , using arm | gestures. Gintábug kuangmangá",,T,MotusDictionary
lángaw,unknown,. Idrove theflies away .,,T,MotusDictionary
tabún,n,cover .,,T,MotusDictionary
tobecome,unknown,"weary , to gettired of.",Naták’an naakúmagpamáti’ saíya,T,MotusDictionary
istórya,unknown,. I’mbored listening to hissto ries.,,T,MotusDictionary
tákam,v,"/mag-, -un/to munch orchew noisily .",,T,MotusDictionary
tákas,n,"land, dryland.",,T,MotusDictionary
outofthewater,unknown,. Nagtákas nasilá,,T,MotusDictionary
pagkatápus,unknown,malígu’ sang tátlu kaóras.,,T,MotusDictionary
swimming,unknown,forthree hours.,,T,MotusDictionary
tákdung,v,"/mag-, -un/to cover thehead.",,T,MotusDictionary
Nagtákdung,unknown,akúsang peryódiko kay | ma’ulán . Icovered myhead with the,,T,MotusDictionary
newspaper,unknown,because itisraining. HILIGA YNON DICTIONAR Y,,T,MotusDictionary
táklad,v,"/mag-, -un/to ascend, to climb over an | obstacle. Gintáklad kuangbánglid . I",,T,MotusDictionary
climbed,unknown,thehill.,,T,MotusDictionary
táklap,v,"/mag-, -un/to cover , to puto rlayupon.",,T,MotusDictionary
táklas,v,"/mag-, -un/to climb upasteep or",,T,MotusDictionary
uncleared,unknown,"path, to climb over an | obstacle.",,T,MotusDictionary
táklung,n,snail.,,T,MotusDictionary
táklus,v,"/mag-, -un/to hang anobject around the",,T,MotusDictionary
hiporwaist,unknown,with abelt. Nagtáklus si,,T,MotusDictionary
machete,unknown,"around hiswaist. | tákna’ n hour, moment.",,T,MotusDictionary
táktak,v,"/ma-/ of petals orleaves, to falloneby | on e. Natáktak angmangá dáhun . The",,T,MotusDictionary
takúd,v,"/mag-, -un/to puto n, to connect, asof",,T,MotusDictionary
electric,unknown,"wire, to in stall. Gintakúd námun",,T,MotusDictionary
takúp,n,"cover , sto pper .",,T,MotusDictionary
takús,n,"fit, measure, dimension.",,T,MotusDictionary
tádlung,adj,straight.,,T,MotusDictionary
tádtad,v,"/mag-, -un/to chop, to mutilate.",,T,MotusDictionary
Gintádtad,unknown,kuangkárne . Ichopped the | meat.,,T,MotusDictionary
tádyaw,n,native clayjardesigned to hold water . T,,T,MotusDictionary
tag,unknown,na noun formative affix designating type of,,T,MotusDictionary
isásamangá,unknown,taglawás sang Cápiz .,,T,MotusDictionary
Villareal,unknown,isoneoftherepresentatives of,Capiz.,T,MotusDictionary
tagá,v,"to befrom, to come from, to originate | from.",,T,MotusDictionary
tagá,adv,di’ín from where.,,T,MotusDictionary
Tagálog,n,language spoken principally in the,,T,MotusDictionary
Greater,unknown,"Manila area, andin Bata’an,","Bulacan, Occidental Mindoro, Oriental | Mindoro, Quezon and Rizal provinces.",T,MotusDictionary
tagám,v,"/mag-, -an/to beware, to becareful of, to",,T,MotusDictionary
crossing,unknown,theriver.,,T,MotusDictionary
tagasák,v,"/mag-/ to make aslapping sound, to | resound, to make adripping sound like | therain. Nagtagasák angulán. Therain | dripped.",,T,MotusDictionary
tágay,v,"/mag-, -un/to puto ut, to of fer.",,T,MotusDictionary
tagbaláy,n,"owner of thehouse, host, orhostess.",,T,MotusDictionary
tágbang,v,"/mag-, -un/to cast overboard.",,T,MotusDictionary
tághul,n,"howl, dogbark.",,T,MotusDictionary
Nagtághul,unknown,angidú’. Thedoghowled. HILIGA YNON DICTIONAR Y,,T,MotusDictionary
tághuy,v,"/mag-/ to wail, to sigh.",,T,MotusDictionary
tagíptip,n,"mildew . | tag’íya n owner , possessor . | tágna’ n guess, prediction, prophecy , forecast.",,T,MotusDictionary
tagpilá,adv,how much.,,T,MotusDictionary
tágring,n,"resonance, ringing sound asofa | telephone.",,T,MotusDictionary
angtelépono,unknown,. Thetelephone rang.,,T,MotusDictionary
tágsa,adv,"each, each on e, perperson.",,T,MotusDictionary
tágsatágsa,n,"everyone, each on e, on ebyone.",,T,MotusDictionary
tágsing,adj,"/ma-/ oxyto ne, sonorous.",,T,MotusDictionary
tágtag,v,"/mag-, -un/to distribute, to apportion. | tágu’ v /mag-, -un/to hide, to sto re away , to | conceal.",,T,MotusDictionary
tagúb,n,"sheath, scabbard | tagudíli’ v /-un/ to condemn, to damn.",,T,MotusDictionary
tagúm,adj,blue.,,T,MotusDictionary
tahál,v,"/mag-, -an/to sharpen apencil. Nagtahál",,T,MotusDictionary
táhaw,v,"/mag-/ to become mild, to losealcohol | content, to beflat. Nagtáhaw naang",,T,MotusDictionary
serbésa,unknown,. Thebeer isalready flat. T,,T,MotusDictionary
táhud,n,"respect, honor , courtesy .",,T,MotusDictionary
tahúm,adj,"/ma-/ beautiful, pretty .",,T,MotusDictionary
talágsa,adv,"rarely , scarcely , seldom. | talá’id adv evenly distributed, evenly done.",,T,MotusDictionary
talámnan,n,"field, garden.",,T,MotusDictionary
tálang,v,"/mag-/ to miss theway, to loseone’s way.",,T,MotusDictionary
Nagtálang,unknown,kamí . Welosto urway. | tál’as v /mag-/ to runaway .,,T,MotusDictionary
talástas,n,"edict, proclamation.",,T,MotusDictionary
proclaimed,unknown,thatnobeer canbeserved,,T,MotusDictionary
thisSunday,unknown,.,,T,MotusDictionary
tálaw,adj,"/ma-/ chicken-hearted, coward.",,T,MotusDictionary
talikúd,v,"/mag-, -an/to turn on e’s back upon, to | abandon, to desert. Nagtalikúd siÉlsa sa",,T,MotusDictionary
talimbabága,n,"centipede. | talíthi’ n drizzle, shower . HILIGA YNON DICTIONAR Y",,T,MotusDictionary
talíwan,v,"/mag-, -an/to by pass, to catch upand",,T,MotusDictionary
then,unknown,"leave behind, to overtake.",,T,MotusDictionary
Nag-talíwan,unknown,naangbúlan sang Febréro .,,T,MotusDictionary
Themonth,unknown,of February isalready past.,,T,MotusDictionary
táltal,v,"/mag-, -un/to loosen especially with a",,T,MotusDictionary
jackscrew,unknown,orahammer . Gintáltal nilá,,T,MotusDictionary
angkudál,unknown,. They to re down thefence.,,T,MotusDictionary
talúdtud,n,ridge.,,T,MotusDictionary
talúm,adj,/ma-/ sharp asofknives andblades.,,T,MotusDictionary
talúng,n,"eggplant. | tál’us v /mag-, -an/to take another’s place, to",,T,MotusDictionary
substitute,unknown,forsomeone.,,T,MotusDictionary
talyér,n,"repair shop forcars. | táma’ adv correct, well, extremely , excessively .",,T,MotusDictionary
cover,unknown,fitted thebottle.,,T,MotusDictionary
tamád,adj,"/ma-/ idle, lazy, in dolent.",,T,MotusDictionary
tamáwu,n,"dwarf , elf.",,T,MotusDictionary
tamáy,v,"/-un/ to despise, to contempt.",,T,MotusDictionary
támbal,n,"medicine, cure, remedy; /manug-/ docto r ,",,T,MotusDictionary
quack,unknown,docto r .,,T,MotusDictionary
tambalihán,n,chameleon.,,T,MotusDictionary
támbi,v,"of sewing, to sewasmall piece to a",,T,MotusDictionary
támbuk,n,"/ka-/ fatness, sto utness.",,T,MotusDictionary
támbung,v,"/mag-/ to attend, to bepresent.",,T,MotusDictionary
Nagtámbung,unknown,kamí sang prográma . We,,T,MotusDictionary
attended,unknown,theprogram.,,T,MotusDictionary
támbur,n,drum.,,T,MotusDictionary
tamíng,n,"armor , shield. | tám’is n /ka-/ sweetness.",,T,MotusDictionary
támpad,adj,"frank, candid.",,T,MotusDictionary
tampálas,v,"/mag-, -un/to in sult.",,T,MotusDictionary
támpi,v,"/mag-, -un/to puto nanapron, to put",,T,MotusDictionary
skirt,unknown,over mydress sothatitwon’t get | soiled.,,T,MotusDictionary
támpis,n,"apron, piece of cloth worn over theskirt | fordecoration. HILIGA YNON DICTIONAR Y",,T,MotusDictionary
támpuk,v,"/mag-, -an/to fillupahole, to cover a | hole. Gintampukán kuangbúhu ’. I",,T,MotusDictionary
covered,unknown,thehole.,,T,MotusDictionary
tamúd,v,"/mag-, -un/to look upon.",,T,MotusDictionary
támwa,v,/mag-/ to peep outo f.,,T,MotusDictionary
támyaw,v,"/mag-, -an/to greet, to entertain.",,T,MotusDictionary
tanán,unknown,"pr all, everybody , everything.",,T,MotusDictionary
tanáng,adj,"ripe. | tán’aw v /mag-, -un/to see, to watch, to look at. | tánda’ n mark, line, in dication.",,T,MotusDictionary
tándug,v,"/-un/ to to uch, to move around.",,T,MotusDictionary
Gintándug,unknown,ni Vída angmangá líbro. Vida,,T,MotusDictionary
tándus,adj,"/ma-/ excellent. | táni’ adv ifpossible, perhaps, possibly .",,T,MotusDictionary
tánsya,n,"estimate, prediction.",,T,MotusDictionary
angkinahánglan,unknown,nátun . Iestimated that,,T,MotusDictionary
wewere,unknown,going to need fivepieces.,,T,MotusDictionary
tanúm,n,plant.,,T,MotusDictionary
tányag,n,of fer.,,T,MotusDictionary
Nagtányag,unknown,angkumpaníya sang prémyo .,,T,MotusDictionary
Thecompany,unknown,of fered prizes.,,T,MotusDictionary
tangá,n,cockroach. T,,T,MotusDictionary
ablank,unknown,stare. Nagtangá’ si Mário sa,,T,MotusDictionary
tángki,n,tank container . | tangkúgu’ n nape of theneck.,,T,MotusDictionary
tángis,n,"cry, lament.",,T,MotusDictionary
akúkaynagsakít,unknown,angákun ngípun . I,,T,MotusDictionary
cried,unknown,"because myto oth ached. | tángla’ v /mag-/ to look up. | tangú’ n nod, nodding movement of thehead.",,T,MotusDictionary
nodded,unknown,herhead. | tangú’tángu’ v /mag-/ to nodthehead repeatedly to,,T,MotusDictionary
show,unknown,assent.,,T,MotusDictionary
